num,list,cond,lang,type,sound_dir,phr,sent_code,mat,mat_num,emb_num,emb,cut,mat_f0_c,left,right,correct_img,correct_key,exp_num,image,image_alt,left_img,right_img,image_dir,cs,exp1_retrial.thisRepN,exp1_retrial.thisTrialN,exp1_retrial.thisN,exp1_retrial.thisIndex,exp1_trial_loop.thisRepN,exp1_trial_loop.thisTrialN,exp1_trial_loop.thisN,exp1_trial_loop.thisIndex,exp1_loop.thisRepN,exp1_loop.thisTrialN,exp1_loop.thisN,exp1_loop.thisIndex,exp2_retrial.thisRepN,exp2_retrial.thisTrialN,exp2_retrial.thisN,exp2_retrial.thisIndex,exp2_trial_loop.thisRepN,exp2_trial_loop.thisTrialN,exp2_trial_loop.thisN,exp2_trial_loop.thisIndex,exp2_loop.thisRepN,exp2_loop.thisTrialN,exp2_loop.thisN,exp2_loop.thisIndex,exp1_trial_key.started,exp1_trial_sound.started,exp1_trial_key.keys,exp1_key.started,exp1_key.keys,exp1_key.corr,exp1_key.rt,exp1_sound.started,exp2_trial_key.started,exp2_trial_sound.started,exp2_trial_key.keys,exp2_trial_key.rt,exp2_key.started,exp2_sound.started,exp2_key.keys,exp2_key.rt,participant,session,date,expName,psychopyVersion,frameRate,
170.0,l2,t,es,f0c,../audio/170.wav,,l2_t_es_f0c_170,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,21,21,54,,,,,,,,,,,,,516.3604866670212,517.3277945416669,"['lshift', 'rshift']","[1.5231426659738645, 2.388403374934569]",052,001,2023-04-20_17h22.04.129,exp_g1,2022.2.5,None,
116.0,l2,f,se,na,../audio/116.wav,,l2_f_se_na_116,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,22,22,20,,,,,,,,,,,,,521.355354624975,522.3273629996731,['rshift'],[2.077613874920644],052,001,2023-04-20_17h22.04.129,exp_g1,2022.2.5,None,
25.0,l2,t,es,na,../audio/025.wav,,l2_t_es_na_025,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,23,23,39,,,,,,,,,,,,,526.3638467920246,527.3263357086728,"['lshift', 'rshift']","[1.6220999590004794, 2.2152735839481466]",052,001,2023-04-20_17h22.04.129,exp_g1,2022.2.5,None,
97.0,l2,f,en,na,../audio/097.wav,,l2_f_en_na_097,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,None,,,,,,,,,,,,,,,,,,,,,0,24,24,1,,,,,,,,,,,,,531.3630939170253,532.3276345416709,['lshift'],[2.098941041971557],052,001,2023-04-20_17h22.04.129,exp_g1,2022.2.5,None,
30.0,l2,t,es,na,../audio/030.wav,,l2_t_es_na_030,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,25,25,44,,,,,,,,,,,,,536.3658694170299,537.3261922916902,"['lshift', 'rshift']","[1.5473708329955116, 2.4997917079599574]",052,001,2023-04-20_17h22.04.129,exp_g1,2022.2.5,None,
26.0,l2,t,es,na,../audio/026.wav,,l2_t_es_na_026,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,26,26,40,,,,,,,,,,,,,541.360945124994,542.326342999648,"['lshift', 'rshift']","[1.9247867919621058, 2.4596437919535674]",052,001,2023-04-20_17h22.04.129,exp_g1,2022.2.5,None,
122.0,l2,f,sp,na,../audio/122.wav,,l2_f_sp_na_122,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,None,,,,,,,,,,,,,,,,,,,,,0,27,27,26,,,,,,,,,,,,,546.3627512920066,547.3275317496775,['rshift'],[1.849161791964434],052,001,2023-04-20_17h22.04.129,exp_g1,2022.2.5,None,
102.0,l2,f,en,na,../audio/102.wav,,l2_f_en_na_102,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,None,,,,,,,,,,,,,,,,,,,,,0,28,28,6,,,,,,,,,,,,,551.3635213330272,552.3274903746826,['lshift'],[1.573687458934728],052,001,2023-04-20_17h22.04.129,exp_g1,2022.2.5,None,
127.0,l2,f,sp,na,../audio/127.wav,,l2_f_sp_na_127,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,None,,,,,,,,,,,,,,,,,,,,,0,29,29,31,,,,,,,,,,,,,556.3615401670104,557.3270662916514,['rshift'],[1.461619374982547],052,001,2023-04-20_17h22.04.129,exp_g1,2022.2.5,None,
125,l2,f,sp,na,../audio/125.wav,,l2_f_sp_na_125,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,None,,,,,,,,,,,,,,,,,,,,,0,30,30,29,,,,,,,,,,,,,561.3608067500172,562.3263146246939,['rshift'],[1.7537669999874197],052,001,2023-04-20_17h22.04.129,exp_g1,2022.2.5,None,
115.0,l2,f,se,na,../audio/115.wav,,l2_f_se_na_115,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,31,31,19,,,,,,,,,,,,,566.3626312920242,567.3269887086974,"['rshift', 'lshift']","[2.1493062499794178, 3.791438999993261]",052,001,2023-04-20_17h22.04.129,exp_g1,2022.2.5,None,
110.0,l2,f,en,na,../audio/110.wav,,l2_f_en_na_110,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,None,,,,,,,,,,,,,,,,,,,,,0,32,32,14,,,,,,,,,,,,,571.3607039580238,572.3272622916886,['lshift'],[1.8184321249718778],052,001,2023-04-20_17h22.04.129,exp_g1,2022.2.5,None,
114.0,l2,f,se,na,../audio/114.wav,,l2_f_se_na_114,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,33,33,18,,,,,,,,,,,,,576.3587780829985,577.3267561246796,['rshift'],[1.571378874941729],052,001,2023-04-20_17h22.04.129,exp_g1,2022.2.5,None,
119.0,l2,f,se,na,../audio/119.wav,,l2_f_se_na_119,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,34,34,23,,,,,,,,,,,,,581.3622267920291,582.3272512916631,['rshift'],[1.6347823749529198],052,001,2023-04-20_17h22.04.129,exp_g1,2022.2.5,None,
129.0,l2,f,sp,na,../audio/129.wav,,l2_f_sp_na_129,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,None,,,,,,,,,,,,,,,,,,,,,0,35,35,33,,,,,,,,,,,,,586.3605587080237,587.3267691666881,['rshift'],[1.7636610830086283],052,001,2023-04-20_17h22.04.129,exp_g1,2022.2.5,None,
107.0,l2,f,en,na,../audio/107.wav,,l2_f_en_na_107,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,None,,,,,,,,,,,,,,,,,,,,,0,36,36,11,,,,,,,,,,,,,591.3624429170159,592.3272786666678,['lshift'],[2.0395589169929735],052,001,2023-04-20_17h22.04.129,exp_g1,2022.2.5,None,
128.0,l2,f,sp,na,../audio/128.wav,,l2_f_sp_na_128,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,None,,,,,,,,,,,,,,,,,,,,,0,37,37,32,,,,,,,,,,,,,596.3612172079738,597.3270970416527,['rshift'],[2.0165675000171177],052,001,2023-04-20_17h22.04.129,exp_g1,2022.2.5,None,
162.0,l2,t,es,f0c,../audio/162.wav,,l2_t_es_f0c_162,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,38,38,46,,,,,,,,,,,,,601.3614132499788,602.3274777496738,"['lshift', 'rshift']","[1.856176916975528, 2.3610786250210367]",052,001,2023-04-20_17h22.04.129,exp_g1,2022.2.5,None,
167.0,l2,t,es,f0c,../audio/167.wav,,l2_t_es_f0c_167,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,39,39,51,,,,,,,,,,,,,606.3625286670285,607.327021999696,"['lshift', 'rshift']","[1.7273842919967137, 2.581150166981388]",052,001,2023-04-20_17h22.04.129,exp_g1,2022.2.5,None,
103.0,l2,f,en,na,../audio/103.wav,,l2_f_en_na_103,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,None,,,,,,,,,,,,,,,,,,,,,0,40,40,7,,,,,,,,,,,,,611.3622850829852,612.3270058746605,['lshift'],[2.381909666932188],052,001,2023-04-20_17h22.04.129,exp_g1,2022.2.5,None,
23.0,l2,t,es,na,../audio/023.wav,,l2_t_es_na_023,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,41,41,37,,,,,,,,,,,,,616.3606777079985,617.3265602496724,"['lshift', 'rshift']","[1.750894790980965, 2.584768582950346]",052,001,2023-04-20_17h22.04.129,exp_g1,2022.2.5,None,
24.0,l2,t,es,na,../audio/024.wav,,l2_t_es_na_024,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,42,42,38,,,,,,,,,,,,,621.3600924580242,622.3269664586444,"['lshift', 'rshift']","[2.422432249994017, 2.634703374991659]",052,001,2023-04-20_17h22.04.129,exp_g1,2022.2.5,None,
111.0,l2,f,se,na,../audio/111.wav,,l2_f_se_na_111,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,43,43,15,,,,,,,,,,,,,626.3631232079933,627.3253968336542,"['rshift', 'lshift']","[1.7772672499995679, 2.684985416010022]",052,001,2023-04-20_17h22.04.129,exp_g1,2022.2.5,None,
21.0,l2,t,es,na,../audio/021.wav,,l2_t_es_na_021,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,44,44,35,,,,,,,,,,,,,631.3603555000154,632.3265792086643,"['lshift', 'rshift']","[1.7579991249949671, 2.323289207997732]",052,001,2023-04-20_17h22.04.129,exp_g1,2022.2.5,None,
101.0,l2,f,en,na,../audio/101.wav,,l2_f_en_na_101,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,None,,,,,,,,,,,,,,,,,,,,,0,45,45,5,,,,,,,,,,,,,636.3613009580295,637.3267944996517,['lshift'],[1.9963576659793034],052,001,2023-04-20_17h22.04.129,exp_g1,2022.2.5,None,
28.0,l2,t,es,na,../audio/028.wav,,l2_t_es_na_028,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,46,46,42,,,,,,,,,,,,,641.3623204579926,642.3265882916787,"['lshift', 'rshift']","[1.5761886249529198, 2.371808957948815]",052,001,2023-04-20_17h22.04.129,exp_g1,2022.2.5,None,
121.0,l2,f,sp,na,../audio/121.wav,,l2_f_sp_na_121,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,None,,,,,,,,,,,,,,,,,,,,,0,47,47,25,,,,,,,,,,,,,646.3609546669759,647.326883749691,['rshift'],[1.7913113749818876],052,001,2023-04-20_17h22.04.129,exp_g1,2022.2.5,None,
106.0,l2,f,en,na,../audio/106.wav,,l2_f_en_na_106,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,None,,,,,,,,,,,,,,,,,,,,,0,48,48,10,,,,,,,,,,,,,651.360174832982,652.3268039996658,['lshift'],[1.50767233397346],052,001,2023-04-20_17h22.04.129,exp_g1,2022.2.5,None,
22.0,l2,t,es,na,../audio/022.wav,,l2_t_es_na_022,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,49,49,36,,,,,,,,,,,,,656.3623419170035,657.3267312916616,"['lshift', 'rshift']","[1.9874197500175796, 2.365767000010237]",052,001,2023-04-20_17h22.04.129,exp_g1,2022.2.5,None,
27.0,l2,t,es,na,../audio/027.wav,,l2_t_es_na_027,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,50,50,41,,,,,,,,,,,,,661.3594927500235,662.3267152086521,"['lshift', 'rshift']","[1.8781087499228306, 2.2855548749212176]",052,001,2023-04-20_17h22.04.129,exp_g1,2022.2.5,None,
168.0,l2,t,es,f0c,../audio/168.wav,,l2_t_es_f0c_168,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,51,51,52,,,,,,,,,,,,,666.3609226670233,667.3253518336608,['rshift'],[1.988766249967739],052,001,2023-04-20_17h22.04.129,exp_g1,2022.2.5,None,
126.0,l2,f,sp,na,../audio/126.wav,,l2_f_sp_na_126,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,None,,,,,,,,,,,,,,,,,,,,,0,52,52,30,,,,,,,,,,,,,671.3613489170093,672.326691208644,['rshift'],[1.8074767499929294],052,001,2023-04-20_17h22.04.129,exp_g1,2022.2.5,None,
96.0,l2,f,en,na,../audio/096.wav,,l2_f_en_na_096,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,None,,,,,,,,,,,,,,,,,,,,,0,53,53,0,,,,,,,,,,,,,676.3600870000082,677.3260637496753,['lshift'],[1.6041288749547675],052,001,2023-04-20_17h22.04.129,exp_g1,2022.2.5,None,
109.0,l2,f,en,na,../audio/109.wav,,l2_f_en_na_109,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,None,,,,,,,,,,,,,,,,,,,,,0,54,54,13,,,,,,,,,,,,,681.3599311250146,682.3265589586847,['lshift'],[2.0375874589663],052,001,2023-04-20_17h22.04.129,exp_g1,2022.2.5,None,
